day,state,brand,Meta,GAds,TikTok,Semana,Año,rql
2025-04-05,Nuevo León,Italika,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,3.0
2025-04-05,Nuevo León,KTM,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-05,Nuevo León,Kawasaki,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-05,Nuevo León,Suzuki,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-05,Nuevo León,Vento,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,6.0
2025-04-05,Nuevo León,Zontes,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-05,Oaxaca,Bajaj,Oaxaca,Oaxaca,Oaxaca,14,2025,15.0
2025-04-05,Oaxaca,CF Moto,Oaxaca,Oaxaca,Oaxaca,14,2025,4.0
2025-04-05,Oaxaca,Hero,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-05,Oaxaca,Honda,Oaxaca,Oaxaca,Oaxaca,14,2025,2.0
2025-04-05,Oaxaca,Kawasaki,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-05,Oaxaca,Suzuki,Oaxaca,Oaxaca,Oaxaca,14,2025,4.0
2025-04-05,Oaxaca,Vento,Oaxaca,Oaxaca,Oaxaca,14,2025,2.0
2025-04-05,Oaxaca,Yamaha,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-05,Puebla,Bajaj,Puebla,Puebla,Puebla,14,2025,18.0
2025-04-05,Puebla,CF Moto,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-05,Puebla,CFLITE,Puebla,Puebla,Puebla,14,2025,2.0
2025-04-05,Puebla,Hero,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-05,Puebla,Honda,Puebla,Puebla,Puebla,14,2025,3.0
2025-04-05,Puebla,KTM,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-05,Puebla,Kawasaki,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-05,Puebla,MB,Puebla,Puebla,Puebla,14,2025,2.0
2025-04-05,Puebla,Suzuki,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-05,Puebla,TVS,Puebla,Puebla,Puebla,14,2025,2.0
2025-04-05,Puebla,Vento,Puebla,Puebla,Puebla,14,2025,8.0
2025-04-05,Puebla,Yamaha,Puebla,Puebla,Puebla,14,2025,5.0
2025-04-05,Puebla,Zmoto,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-05,Querétaro,Bajaj,Querétaro Arteaga,Queretaro,Queretaro,14,2025,2.0
2025-04-05,Querétaro,MB,Querétaro Arteaga,Queretaro,Queretaro,14,2025,1.0
2025-04-05,Querétaro,Suzuki,Querétaro Arteaga,Queretaro,Queretaro,14,2025,2.0
2025-04-05,Querétaro,Zmoto,Querétaro Arteaga,Queretaro,Queretaro,14,2025,1.0
2025-04-05,Querétaro,Zontes,Querétaro Arteaga,Queretaro,Queretaro,14,2025,1.0
2025-04-05,Quintana Roo,Bajaj,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,20.0
2025-04-05,Quintana Roo,Benelli,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,2.0
2025-04-05,Quintana Roo,CF Moto,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,4.0
2025-04-05,Quintana Roo,Hero,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-04-05,Quintana Roo,Honda,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,2.0
2025-04-05,Quintana Roo,Italika,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,3.0
2025-04-05,Quintana Roo,Kawasaki,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-04-05,Quintana Roo,Suzuki,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,4.0
2025-04-05,Quintana Roo,TVS,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-04-05,Quintana Roo,Vento,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,3.0
2025-04-05,Quintana Roo,Yamaha,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,3.0
2025-04-05,San Luis Potosí,Bajaj,San Luis Potosi,San Luis Potosi,San Luis Potosi,14,2025,2.0
2025-04-05,San Luis Potosí,CF Moto,San Luis Potosi,San Luis Potosi,San Luis Potosi,14,2025,3.0
2025-04-05,San Luis Potosí,TVS,San Luis Potosi,San Luis Potosi,San Luis Potosi,14,2025,1.0
2025-04-05,Sinaloa,CF Moto,Sinaloa,Sinaloa,Sinaloa,14,2025,2.0
2025-04-05,Sinaloa,Italika,Sinaloa,Sinaloa,Sinaloa,14,2025,1.0
2025-04-05,Sonora,Bajaj,Sonora,Sonora,Sonora,14,2025,1.0
2025-04-05,Sonora,KTM,Sonora,Sonora,Sonora,14,2025,1.0
2025-04-05,Sonora,Kawasaki,Sonora,Sonora,Sonora,14,2025,1.0
2025-04-05,Sonora,Vento,Sonora,Sonora,Sonora,14,2025,2.0
2025-04-05,Sonora,Yamaha,Sonora,Sonora,Sonora,14,2025,1.0
2025-04-05,Tabasco,Bajaj,Tabasco,Tabasco,Tabasco,14,2025,4.0
2025-04-05,Tabasco,CF Moto,Tabasco,Tabasco,Tabasco,14,2025,2.0
2025-04-05,Tabasco,Dinamo,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-04-05,Tabasco,Italika,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-04-05,Tabasco,Kawasaki,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-04-05,Tabasco,TVS,Tabasco,Tabasco,Tabasco,14,2025,2.0
2025-04-05,Tamaulipas,Bajaj,Tamaulipas,Tamaulipas,Tamaulipas,14,2025,1.0
2025-04-05,Tamaulipas,Honda,Tamaulipas,Tamaulipas,Tamaulipas,14,2025,1.0
2025-04-05,Tamaulipas,TVS,Tamaulipas,Tamaulipas,Tamaulipas,14,2025,1.0
2025-04-05,Tamaulipas,Vento,Tamaulipas,Tamaulipas,Tamaulipas,14,2025,1.0
2025-04-05,Tlaxcala,Bajaj,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,3.0
2025-04-05,Tlaxcala,CF Moto,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-04-05,Tlaxcala,CFLITE,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-04-05,Tlaxcala,Vento,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,3.0
2025-04-05,Veracruz,Bajaj,Veracruz,Veracruz,Veracruz,14,2025,13.0
2025-04-05,Veracruz,CF Moto,Veracruz,Veracruz,Veracruz,14,2025,4.0
2025-04-05,Veracruz,Honda,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-04-05,Veracruz,Italika,Veracruz,Veracruz,Veracruz,14,2025,2.0
2025-04-05,Veracruz,Suzuki,Veracruz,Veracruz,Veracruz,14,2025,4.0
2025-04-05,Yucatán,Bajaj,Yucatán,Yucatan,Yucatan,14,2025,8.0
2025-04-05,Yucatán,Benelli,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-05,Yucatán,CF Moto,Yucatán,Yucatan,Yucatan,14,2025,2.0
2025-04-05,Yucatán,Honda,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-05,Yucatán,Kawasaki,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-05,Yucatán,TVS,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-05,Yucatán,Vento,Yucatán,Yucatan,Yucatan,14,2025,5.0
2025-04-05,Yucatán,Yamaha,Yucatán,Yucatan,Yucatan,14,2025,3.0
2025-04-06,Baja California,Honda,Baja California,Baja California,Baja California,14,2025,1.0
2025-04-06,Baja California Sur,Bajaj,Baja California Sur,Baja California Sur,Baja California Sur,14,2025,1.0
2025-04-06,Campeche,Bajaj,Campeche,Campeche,Campeche,14,2025,2.0
2025-04-06,Campeche,CF Moto,Campeche,Campeche,Campeche,14,2025,1.0
2025-04-06,Chihuahua,Bajaj,Chihuahua,Chihuahua,Chihuahua,14,2025,1.0
2025-04-06,Chihuahua,Italika,Chihuahua,Chihuahua,Chihuahua,14,2025,1.0
2025-04-06,Colima,Bajaj,Colima,Colima,Colima,14,2025,1.0
2025-04-06,Colima,Italika,Colima,Colima,Colima,14,2025,1.0
2025-04-06,Colima,Suzuki,Colima,Colima,Colima,14,2025,1.0
2025-04-06,Colima,Zmoto,Colima,Colima,Colima,14,2025,1.0
2025-04-06,Durango,Bajaj,Durango,Durango,Durango,14,2025,1.0
2025-04-06,Durango,CF Moto,Durango,Durango,Durango,14,2025,1.0
2025-04-06,Durango,KTM,Durango,Durango,Durango,14,2025,1.0
2025-04-06,Durango,MB,Durango,Durango,Durango,14,2025,1.0
2025-04-06,Guanajuato,Bajaj,Guanajuato,Guanajuato,Guanajuato,14,2025,8.0
2025-04-06,Guanajuato,CF Moto,Guanajuato,Guanajuato,Guanajuato,14,2025,4.0
2025-04-06,Guanajuato,CFLITE,Guanajuato,Guanajuato,Guanajuato,14,2025,2.0
2025-04-06,Guanajuato,Hero,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-06,Guanajuato,Italika,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-06,Guanajuato,KTM,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-06,Guanajuato,TVS,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-06,Guanajuato,Vento,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-06,Guanajuato,Yamaha,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-06,Guerrero,Bajaj,Guerrero,Guerrero,Guerrero,14,2025,4.0
2025-04-06,Guerrero,Benelli,Guerrero,Guerrero,Guerrero,14,2025,1.0
2025-04-06,Guerrero,CF Moto,Guerrero,Guerrero,Guerrero,14,2025,1.0
2025-04-06,Hidalgo,Bajaj,Hidalgo,Hidalgo,Hidalgo,14,2025,7.0
2025-04-06,Hidalgo,CF Moto,Hidalgo,Hidalgo,Hidalgo,14,2025,5.0
2025-04-06,Hidalgo,Vento,Hidalgo,Hidalgo,Hidalgo,14,2025,2.0
2025-04-06,Jalisco,Bajaj,Jalisco,Jalisco,Jalisco,14,2025,35.0
2025-04-06,Jalisco,Benelli,Jalisco,Jalisco,Jalisco,14,2025,1.0
2025-04-06,Jalisco,CF Moto,Jalisco,Jalisco,Jalisco,14,2025,11.0
2025-04-06,Jalisco,CFLITE,Jalisco,Jalisco,Jalisco,14,2025,2.0
2025-04-06,Jalisco,Honda,Jalisco,Jalisco,Jalisco,14,2025,9.0
2025-04-06,Jalisco,Italika,Jalisco,Jalisco,Jalisco,14,2025,5.0
2025-04-06,Jalisco,KTM,Jalisco,Jalisco,Jalisco,14,2025,2.0
2025-04-06,Jalisco,Suzuki,Jalisco,Jalisco,Jalisco,14,2025,1.0
2025-04-06,Jalisco,Vento,Jalisco,Jalisco,Jalisco,14,2025,8.0
2025-04-06,Jalisco,Yamaha,Jalisco,Jalisco,Jalisco,14,2025,1.0
2025-04-06,Michoacán,Bajaj,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,6.0
2025-04-06,Michoacán,CF Moto,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,2.0
2025-04-06,Michoacán,Honda,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,1.0
2025-04-06,Michoacán,Italika,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,2.0
2025-04-06,Michoacán,KTM,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,1.0
2025-04-06,Michoacán,Suzuki,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,1.0
2025-04-06,Michoacán,Vento,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,1.0
2025-04-06,Morelos,Bajaj,Morelos,Morelos,Morelos,14,2025,10.0
2025-04-06,Morelos,CF Moto,Morelos,Morelos,Morelos,14,2025,2.0
2025-04-06,Morelos,CFLITE,Morelos,Morelos,Morelos,14,2025,2.0
2025-04-06,Morelos,Hero,Morelos,Morelos,Morelos,14,2025,1.0
2025-04-06,Morelos,Honda,Morelos,Morelos,Morelos,14,2025,3.0
2025-04-06,Morelos,Italika,Morelos,Morelos,Morelos,14,2025,1.0
2025-04-06,Morelos,Kawasaki,Morelos,Morelos,Morelos,14,2025,2.0
2025-04-06,Morelos,Suzuki,Morelos,Morelos,Morelos,14,2025,3.0
2025-04-06,Morelos,TVS,Morelos,Morelos,Morelos,14,2025,2.0
2025-04-06,Morelos,Vento,Morelos,Morelos,Morelos,14,2025,2.0
2025-04-06,Morelos,Yamaha,Morelos,Morelos,Morelos,14,2025,1.0
2025-04-06,México,Bajaj,State of Mexico,State of Mexico,Mexico,14,2025,87.0
2025-04-06,México,Benelli,State of Mexico,State of Mexico,Mexico,14,2025,3.0
2025-04-06,México,CF Moto,State of Mexico,State of Mexico,Mexico,14,2025,21.0
2025-04-06,México,CFLITE,State of Mexico,State of Mexico,Mexico,14,2025,6.0
2025-04-06,México,Dinamo,State of Mexico,State of Mexico,Mexico,14,2025,3.0
2025-04-06,México,Hero,State of Mexico,State of Mexico,Mexico,14,2025,4.0
2025-04-06,México,Honda,State of Mexico,State of Mexico,Mexico,14,2025,13.0
2025-04-06,México,Italika,State of Mexico,State of Mexico,Mexico,14,2025,12.0
2025-04-06,México,Jiajue,State of Mexico,State of Mexico,Mexico,14,2025,1.0
2025-04-06,México,KTM,State of Mexico,State of Mexico,Mexico,14,2025,13.0
2025-04-06,México,Kawasaki,State of Mexico,State of Mexico,Mexico,14,2025,2.0
2025-04-06,México,MB,State of Mexico,State of Mexico,Mexico,14,2025,2.0
2025-04-06,México,Suzuki,State of Mexico,State of Mexico,Mexico,14,2025,8.0
2025-04-06,México,TVS,State of Mexico,State of Mexico,Mexico,14,2025,4.0
2025-04-06,México,Vento,State of Mexico,State of Mexico,Mexico,14,2025,30.0
2025-04-06,México,Yamaha,State of Mexico,State of Mexico,Mexico,14,2025,4.0
2025-04-06,México,Zmoto,State of Mexico,State of Mexico,Mexico,14,2025,3.0
2025-04-06,México,Zontes,State of Mexico,State of Mexico,Mexico,14,2025,1.0
2025-04-06,Nayarit,Bajaj,Nayarit,Nayarit,Nayarit,14,2025,3.0
2025-04-06,Nayarit,CF Moto,Nayarit,Nayarit,Nayarit,14,2025,2.0
2025-04-06,Nayarit,Italika,Nayarit,Nayarit,Nayarit,14,2025,1.0
2025-04-06,Nuevo León,Bajaj,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,13.0
2025-04-06,Nuevo León,CF Moto,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,2.0
2025-04-06,Nuevo León,CFLITE,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-06,Nuevo León,Honda,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,3.0
2025-04-06,Nuevo León,Italika,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-06,Nuevo León,KTM,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-06,Nuevo León,Suzuki,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,2.0
2025-04-06,Nuevo León,TVS,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-06,Nuevo León,Vento,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,9.0
2025-04-06,Nuevo León,Yamaha,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,2.0
2025-04-06,Oaxaca,Bajaj,Oaxaca,Oaxaca,Oaxaca,14,2025,15.0
2025-04-06,Oaxaca,Benelli,Oaxaca,Oaxaca,Oaxaca,14,2025,2.0
2025-04-06,Oaxaca,CF Moto,Oaxaca,Oaxaca,Oaxaca,14,2025,2.0
2025-04-06,Oaxaca,CFLITE,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-06,Oaxaca,Dinamo,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-06,Oaxaca,Honda,Oaxaca,Oaxaca,Oaxaca,14,2025,4.0
2025-04-06,Oaxaca,Husqvarna,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-06,Oaxaca,KTM,Oaxaca,Oaxaca,Oaxaca,14,2025,2.0
2025-04-06,Oaxaca,Kawasaki,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-06,Oaxaca,Suzuki,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-06,Oaxaca,Vento,Oaxaca,Oaxaca,Oaxaca,14,2025,3.0
2025-04-06,Oaxaca,Yamaha,Oaxaca,Oaxaca,Oaxaca,14,2025,2.0
2025-04-06,Puebla,Bajaj,Puebla,Puebla,Puebla,14,2025,14.0
2025-04-06,Puebla,CF Moto,Puebla,Puebla,Puebla,14,2025,3.0
2025-04-06,Puebla,CFLITE,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-06,Puebla,Honda,Puebla,Puebla,Puebla,14,2025,2.0
2025-04-06,Puebla,Italika,Puebla,Puebla,Puebla,14,2025,5.0
2025-04-06,Puebla,KTM,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-06,Puebla,Suzuki,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-06,Puebla,TVS,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-06,Puebla,Vento,Puebla,Puebla,Puebla,14,2025,4.0
2025-04-06,Puebla,Zmoto,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-06,Querétaro,CF Moto,Querétaro Arteaga,Queretaro,Queretaro,14,2025,3.0
2025-04-06,Querétaro,Suzuki,Querétaro Arteaga,Queretaro,Queretaro,14,2025,1.0
2025-04-06,Quintana Roo,Bajaj,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,14.0
2025-04-06,Quintana Roo,CF Moto,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,3.0
2025-04-06,Quintana Roo,CFLITE,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-04-06,Quintana Roo,Honda,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-04-06,Quintana Roo,Italika,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,2.0
2025-04-06,Quintana Roo,Suzuki,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,2.0
2025-04-06,Quintana Roo,TVS,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-04-06,Quintana Roo,Vento,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-04-06,Quintana Roo,Yamaha,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,3.0
2025-04-06,San Luis Potosí,Bajaj,San Luis Potosi,San Luis Potosi,San Luis Potosi,14,2025,2.0
2025-04-06,San Luis Potosí,Honda,San Luis Potosi,San Luis Potosi,San Luis Potosi,14,2025,1.0
2025-04-06,San Luis Potosí,Vento,San Luis Potosi,San Luis Potosi,San Luis Potosi,14,2025,1.0
2025-04-06,Sinaloa,CF Moto,Sinaloa,Sinaloa,Sinaloa,14,2025,3.0
2025-04-06,Sinaloa,Suzuki,Sinaloa,Sinaloa,Sinaloa,14,2025,1.0
2025-04-06,Tabasco,Bajaj,Tabasco,Tabasco,Tabasco,14,2025,7.0
2025-04-06,Tabasco,CF Moto,Tabasco,Tabasco,Tabasco,14,2025,2.0
2025-04-06,Tabasco,CFLITE,Tabasco,Tabasco,Tabasco,14,2025,2.0
2025-04-06,Tabasco,Italika,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-04-06,Tabasco,TVS,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-04-06,Tabasco,Vento,Tabasco,Tabasco,Tabasco,14,2025,2.0
2025-04-06,Tabasco,Yamaha,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-04-06,Tamaulipas,Suzuki,Tamaulipas,Tamaulipas,Tamaulipas,14,2025,1.0
2025-04-06,Tlaxcala,Bajaj,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,4.0
2025-04-06,Tlaxcala,CF Moto,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-04-06,Tlaxcala,Honda,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-04-06,Tlaxcala,Italika,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,2.0
2025-04-06,Tlaxcala,Suzuki,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-04-06,Tlaxcala,Vento,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-04-06,Tlaxcala,Yamaha,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,2.0
2025-04-06,Veracruz,Bajaj,Veracruz,Veracruz,Veracruz,14,2025,16.0
2025-04-06,Veracruz,Benelli,Veracruz,Veracruz,Veracruz,14,2025,2.0
2025-04-06,Veracruz,CF Moto,Veracruz,Veracruz,Veracruz,14,2025,3.0
2025-04-06,Veracruz,Hero,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-04-06,Veracruz,Italika,Veracruz,Veracruz,Veracruz,14,2025,2.0
2025-04-06,Veracruz,MB,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-04-06,Veracruz,Suzuki,Veracruz,Veracruz,Veracruz,14,2025,3.0
2025-04-06,Veracruz,TVS,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-04-06,Veracruz,Vento,Veracruz,Veracruz,Veracruz,14,2025,3.0
2025-04-06,Veracruz,Yamaha,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-04-06,Yucatán,Bajaj,Yucatán,Yucatan,Yucatan,14,2025,4.0
2025-04-06,Yucatán,CF Moto,Yucatán,Yucatan,Yucatan,14,2025,3.0
2025-04-06,Yucatán,CFLITE,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-06,Yucatán,Hero,Yucatán,Yucatan,Yucatan,14,2025,2.0
2025-04-06,Yucatán,Honda,Yucatán,Yucatan,Yucatan,14,2025,2.0
2025-04-06,Yucatán,KTM,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-06,Yucatán,Kawasaki,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-06,Yucatán,Royal Enfield,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-06,Yucatán,Suzuki,Yucatán,Yucatan,Yucatan,14,2025,2.0
2025-04-06,Yucatán,Yamaha,Yucatán,Yucatan,Yucatan,14,2025,2.0
2025-04-06,Zacatecas,CF Moto,Zacatecas,Zacatecas,Zacatecas,14,2025,1.0
2025-04-06,Zacatecas,Vento,Zacatecas,Zacatecas,Zacatecas,14,2025,1.0
